personId,eventId
mao_zedong,first_congress
mao_zedong,autumn_harvest_uprising
mao_zedong,zunyi_meeting
mao_zedong,founding_of_prc
zhou_enlai,first_congress
zhou_enlai,nanchang_uprising
zhou_enlai,zunyi_meeting
zhu_de,nanchang_uprising
deng_xiaoping,zunyi_meeting
deng_xiaoping,founding_of_prc
chen_duxiu,first_congress
chen_duxiu,second_congress
li_dazhao,first_congress
li_dazhao,second_congress
peng_dehuai,war_of_resistance
he_long,nanchang_uprising
